coin,Date,Open,High,Low,Close,Volume,VWAP,TWAP
ethereum,2017-12-26,763.58438482,784.65741882,759.35634106,776.03168818,2093990.50225987,771.42879317,771.39905192
ethereum,2017-12-25,697.15591406,784.59040355,697.15591406,765.1505595,2576503.73499962,753.46184559,753.82415315
ethereum,2017-12-24,723.14280756,723.14280756,623.27515232,693.62217634,2650083.250354,673.63128898,674.21023098
ethereum,2017-12-23,677.99192285,764.89085497,677.61134118,717.38451377,2608676.63943688,725.05101347,729.95088819
ethereum,2017-12-22,821.18471548,825.81411784,538.43441437,675.99032891,6234415.33986372,681.13439172,687.88804951
ethereum,2017-12-21,822.04546415,877.79058531,789.68153854,818.02239512,3422891.36518072,836.01105641,836.55458478
ethereum,2017-12-20,827.21616062,848.15288295,747.35306185,820.16104353,3810442.97050463,810.52628541,810.997609
ethereum,2017-12-19,791.30455063,877.97841029,778.61009917,826.84517382,4067254.74428411,830.58210958,829.6281864
ethereum,2017-12-18,717.95522976,800.88224022,688.7334807999999,794.38662034,3261417.64681572,737.8916786,734.34775921
ethereum,2017-12-17,692.73755717,731.65894015,692.73755717,717.38853298,2215224.50908002,716.35717445,716.39887401
ethereum,2017-12-16,685.02386412,714.22138941,680.42549885,693.95076918,2344543.66940346,695.98679679,695.54572899
ethereum,2017-12-15,696.81121045,696.81121045,620.19152941,683.94925455,3429904.01426341,669.18512136,670.42271982
ethereum,2017-12-14,701.73630198,752.14952647,664.33562976,696.10266356,4605105.44407618,711.51836585,709.86646337
ethereum,2017-12-13,647.62145115,738.51819143,596.50865006,701.50533653,5911860.4145011,667.22642289,668.1948468999999
ethereum,2017-12-12,514.79010342,655.03970705,502.0934794,650.27832739,7538963.69173346,572.68556761,562.53262246
ethereum,2017-12-11,438.39027918,515.30104533,438.39027918,515.30104533,3007375.05725421,467.35606154,467.44644907
ethereum,2017-12-10,472.38823048,472.38823048,427.26699621,439.09573385,2729777.80424088,446.63789741,446.65521419
ethereum,2017-12-09,454.12559491,501.76559795,451.6221834,472.0713608,3719535.76221305,475.07572502,475.22666339999995
ethereum,2017-12-08,428.15343059,462.86716775,419.48951808,454.15293469,4454545.45276413,442.12908004,441.64048247
ethereum,2017-12-07,428.12661223,440.23491022,414.31677434,427.91628586,4053785.72893119,428.66132299,428.75616635
ethereum,2017-12-06,463.56764413,464.13328579,421.34910645,428.15540984,3578862.41317729,446.31466873,447.76493405
ethereum,2017-12-05,471.1616181,472.87617620000003,459.84335250000004,463.75410101,1955837.36585267,467.47320224,467.55320342
ethereum,2017-12-04,465.82013059,475.09364185,453.95451537,470.75804174,1615330.74067963,466.0992045,466.13173577
ethereum,2017-12-03,462.8732055,482.22380544,449.98465228,465.35206171,1815255.58457206,470.59599519999995,471.15236565
ethereum,2017-12-02,465.05847989,475.54323775,454.40820708,463.14821025,1958991.21724648,466.25638307,466.03830216
ethereum,2017-12-01,442.52251461,471.57811759,427.33339256,465.18659110000004,2681761.77636808,446.50897174,448.12152567
ethereum,2017-11-30,430.28932207,464.53180089999995,400.05013741,444.57517411,4398605.17414723,437.90158014,437.71396461
ethereum,2017-11-29,474.12685065,524.47469801,424.23787958,424.23787958,5853578.22782829,477.37902739,480.34041805
ethereum,2017-11-28,480.44286639,483.46960384,466.67758385,473.37134349999997,2530468.16603978,476.75207839,476.68579638
ethereum,2017-11-27,471.06084543,493.23202382,467.68999159,481.02638736,2617428.42407113,479.23671382,479.20309556
ethereum,2017-11-26,466.59440272,471.92660020000005,452.41720105,470.83888964,2226624.2490570997,461.46220756,461.42147962
ethereum,2017-11-25,474.77858310000005,486.94409171,459.73789671,466.85600341,2725271.84747922,470.62531155,470.70363094
ethereum,2017-11-24,408.96630507,481.52468517,403.89488279,474.50579903,4528305.70905163,433.84688221,433.43313874
ethereum,2017-11-23,381.59802891,426.78901977,376.49410756,411.01923684,4081852.99610907,404.09153371,399.40806119999996
ethereum,2017-11-22,361.00764796,382.2938986,360.53934156,380.929662,1730618.90123869,366.84894088,367.12845354
ethereum,2017-11-21,366.00202366,371.79974613,351.50627364,360.6491005,2290651.24635673,364.73506885,364.72766734
ethereum,2017-11-20,353.34632404,371.14324421,352.86220882,365.84565187,1768089.43518923,359.07895931,359.92205937
ethereum,2017-11-19,347.24661549999996,371.84133325,344.60407006,353.25786856,3016223.65336478,355.29188425,354.58729176
ethereum,2017-11-18,332.23345784,349.8058986,328.05036994,347.60294571,1549499.02199225,334.50670779,334.62601443
ethereum,2017-11-17,330.1827064,335.17675281,327.07065179,332.41930742,1516667.16388955,331.39363542,331.51892212
ethereum,2017-11-16,334.22881225,335.18376776,325.56142474,330.08037789,2666445.40958935,330.26471275,330.31521229
ethereum,2017-11-15,337.48959112,341.11523311,330.14369466,333.90064123,1889285.53321716,335.84466609,335.61147178
ethereum,2017-11-14,316.59401739,339.32522961,316.59401739,337.3276974,2857985.87585658,328.63818019,328.31130566
ethereum,2017-11-13,307.92980797,322.54993311,307.75057039,316.70497175,2910775.29077831,316.22872236,316.24087168
ethereum,2017-11-12,314.30512117,318.47407104,298.66615393,308.19017053,4423133.29590017,307.74565747,307.67855237
ethereum,2017-11-11,299.28014159,319.35562109,298.07895141,314.69221702,2307103.05638958,306.30555191,306.39151701
ethereum,2017-11-10,321.68522435,324.88587018,294.49393648,298.95933019999995,2590055.83239255,311.24725523,311.2386224
ethereum,2017-11-09,308.47084680000006,329.58315913,307.26733617,321.1862278,2529542.38868926,318.58647845,318.23634345
ethereum,2017-11-08,294.48986876,318.75804875,293.40649671,309.73611003,2831679.83610145,302.73540017,301.67379467
ethereum,2017-11-07,298.94850393,305.42161021,290.84975379,294.72126099999997,1652566.67515643,297.85758684,297.9205778
ethereum,2017-11-06,296.7133907,305.6829835,294.0168298,298.66955497,1780349.87670127,299.77262208,299.33962624
ethereum,2017-11-05,300.34064641,301.18256482,295.51258472,296.31173496,980903.43929371,298.51161134,298.45438762
ethereum,2017-11-04,304.75640074,304.87804562,295.81075248,300.41490144,1238257.13573281,299.9799107,299.99289142
ethereum,2017-11-03,288.20845464,308.52156439,288.20845464,304.93412191,1893398.4839392,295.73956200000003,296.48069579
ethereum,2017-11-02,291.89768584,294.4816922,280.96322305,286.73280622,2886856.07735231,288.15173016,288.14401338
ethereum,2017-11-01,304.89976718,305.83539879,291.03399664,291.47889835,1629531.0424905,300.82495266,301.21994931
ethereum,2017-10-31,306.51002545,310.23725343,305.11150783,305.19602018,1067471.12565108,307.4576317,307.51023025
ethereum,2017-10-30,304.04343728,309.87589405,303.81724949,306.82227231,956561.20777924,307.10882814,306.88712613
ethereum,2017-10-29,296.22970017,313.55247594,296.00934801,304.44287219,1622914.61151092,303.96198211,302.78019192
ethereum,2017-10-28,297.75184933,300.2503646,293.16023808,296.01508762,758120.04381246,296.20315120000004,296.15605133
ethereum,2017-10-27,296.17743168,299.34366299,294.39220092,297.45724085,715938.38814966,297.23161204,297.22229947
ethereum,2017-10-26,297.92540122,300.58864264,294.48535606,296.25994288,769178.7481767,297.69015119,297.69909881
ethereum,2017-10-25,298.05535722,301.95179633,291.74209614,298.73699528,953915.36346265,297.30017067,297.43559171
ethereum,2017-10-24,287.61548584,311.7214852,282.79688088,298.02429787,2131561.42669133,305.11495867,304.64890114
ethereum,2017-10-23,295.2889068,295.2889068,279.15868858,287.01246144,1559156.8551056,286.67619561,287.29532801
ethereum,2017-10-22,299.97689552,306.0242919,292.56321906,295.54814807,908213.65040696,297.23076711,297.05253026
ethereum,2017-10-21,303.06084473,303.63842934,291.71387039,299.64843081,1131078.33863671,298.33519655,298.3609143
ethereum,2017-10-20,308.37377683,310.68283815,302.5569938,303.75373098,1106060.22009633,306.58827035,306.64281588
ethereum,2017-10-19,314.38617141,316.74287799,305.85948796,308.42447706,1040236.01801042,310.18482904,309.9119568
ethereum,2017-10-18,316.97997069999997,317.09613684,290.52666205,314.02244986,1866532.99407252,305.66736802,305.90016334
ethereum,2017-10-17,333.0199035,333.23737168,311.86702166,317.04584229,1503019.9933318999,324.67980766,324.33211501
ethereum,2017-10-16,336.44707129,350.10851254,331.96171754,332.82834479,1979998.3690445998,338.92595422,338.90851293
ethereum,2017-10-15,338.92641842,341.81606996,319.06298093,335.86118327,1855024.2241417998,332.42369752,332.8225023
ethereum,2017-10-14,338.29617731,347.19804626,334.20582535,338.70484699,1435721.2611766001,341.4547496,342.21925778
ethereum,2017-10-13,303.90513491,348.39314655,300.86789444,338.27285188,3780906.68701016,331.57059031,327.84344483
ethereum,2017-10-12,303.31458824,308.79095379,303.02877885,303.92021018,1594181.01223846,305.82854407,305.94851049
ethereum,2017-10-11,300.12108984,304.40915934,299.27785836,303.46323322,749625.42925325,301.82675485,301.85441210000005
ethereum,2017-10-10,296.78444812,305.84408046,292.88857591,299.69875976,1091665.35696456,299.77865175,299.88134159
ethereum,2017-10-09,308.33513217,308.82331258,287.41775207,296.42037963,1745732.52176382,300.63598017,301.60770775
ethereum,2017-10-08,309.97419304,311.89170893,307.92316692,308.24740767,796878.86101524,310.10143618,310.10977399
ethereum,2017-10-07,307.91791378,312.65765121,304.33107824,310.32948485,977593.15696578,308.03192325,308.092864
ethereum,2017-10-06,294.7781212,308.27285844,294.09113142,308.27285844,893487.31651096,299.45765235,299.33285982
ethereum,2017-10-05,292.60903136,296.97288713,288.39228469,294.72631597,724856.49167057,292.8617851,292.95192626
ethereum,2017-10-04,292.36119260000004,295.41135359,290.24495486,292.59041371,744310.65033807,293.16160407,293.15493062
ethereum,2017-10-03,296.68329068,298.97352518,287.57991442,291.83434549,942299.54400651,292.59601341,292.71804809
ethereum,2017-10-02,300.93394791,301.36683733,294.06287398,296.49027247,956408.71114014,298.14650133,298.24190753
ethereum,2017-10-01,299.16869033,301.84812641,293.90866044,300.87945136,842088.0277550999,297.48194706,297.54434352
ethereum,2017-09-30,289.38734937,300.86559068,289.18694847,299.14136693,962161.30024335,296.12972906,296.65371337
ethereum,2017-09-29,296.22060474,297.14393548,277.29333011,289.44116427,1719412.96887786,288.46571479,288.60711417
ethereum,2017-09-28,303.61504243,304.41345653,292.94989041,296.37840146,1472027.40346672,298.4480954,298.45466819
ethereum,2017-09-27,284.42181131,304.87856332,283.92016444,303.35191488,1639216.0388311,292.51188144,291.54746497
ethereum,2017-09-26,289.46832246,290.53415388,284.04346468,284.62130347,1074284.50522927,287.47313186,287.29665522
ethereum,2017-09-25,280.03637230000004,290.60360755,280.03637230000004,289.56855628,1518832.53034973,286.49946125,286.56726367
ethereum,2017-09-24,284.31335428,291.06548753,276.44485579,280.36489323,1909868.71979717,283.10535491,283.2703242
ethereum,2017-09-23,262.84455126,284.04980193,259.93175823,284.04946634,1517483.94202708,273.33324404,273.01186326
ethereum,2017-09-22,257.17819543,269.07120753,254.69180587,262.91084115,1542707.4419914,261.10854875,261.14825697
ethereum,2017-09-21,278.95424881,283.88237206,253.92446611,258.00077423,2221946.19639716,272.20159371,273.68408371
ethereum,2017-09-20,279.38531876,286.60770674,274.25166289,279.22791995,1395603.00585376,280.83134958,281.03683012
ethereum,2017-09-19,288.9806405,291.67239795,270.47284761,280.06604139,2222027.35740239,281.26936068,281.16108266
ethereum,2017-09-18,249.78170291,289.79338484,249.78170291,288.32495145,3823906.21832258,280.39362067,278.90607165
ethereum,2017-09-17,244.21463375,255.24261135,233.62025867,250.00035530000002,1635469.58981248,243.80492574,244.62785629
ethereum,2017-09-16,248.7606935,261.26473542,237.09515189,244.47128003,2809332.29234577,248.97072064,247.77756744
ethereum,2017-09-15,213.04975234,255.38613713,193.15584039,248.16237422,7767046.97303599,231.14834043,230.29761749
ethereum,2017-09-14,276.28687434,280.27992354,212.44097008,212.44097008,5331136.21466939,246.93742362,251.29622175
ethereum,2017-09-13,290.52805589,290.52805589,260.34933836,276.73220383,3202048.25545749,275.66383786,276.03272210000006
ethereum,2017-09-12,294.29583965,310.95573289,286.4773516,290.92248284,2449521.33477933,297.91457319,298.47229779
ethereum,2017-09-11,284.99938313,300.21770243,284.99938313,293.92684724,1866576.85562786,291.98732055,292.05201209
ethereum,2017-09-10,291.62967376,292.50277684,265.79938969,285.00772799,2008716.08363183,282.81752664,282.81109957
ethereum,2017-09-09,294.03508441,298.77988261,284.53511423,291.94401874,1711005.84291054,291.57746259,291.28477496
ethereum,2017-09-08,328.52212347,328.52212347,282.36239081,293.92756418,3576437.28385989,307.01124336,311.96335873
ethereum,2017-09-07,333.382472,333.382472,319.88732921,328.44138318,1999334.35839957,326.40059286,326.54127676
ethereum,2017-09-06,313.10791548,334.55706647,313.10791548,333.86979633,3072073.1039114,326.15635366,326.59823551
ethereum,2017-09-05,295.01900882,318.68497328,267.08713488,313.12084871,4894722.1861374,295.06068727,296.40494501
ethereum,2017-09-04,346.66244955,346.66244955,278.91032196,293.09230067,5920714.31830032,305.79199385,310.73522684
ethereum,2017-09-03,349.15013022,366.24396318,331.60593052,347.38239471,2750386.07006285,347.26150714,346.81430058
ethereum,2017-09-02,387.31813373,388.73713708,327.50131668,348.34351592,4132377.13936365,352.89047063,356.33156499
ethereum,2017-09-01,383.22826593,390.04638244,383.17051644,387.25394043,2076778.42397917,387.55201789999995,387.5514037
ethereum,2017-08-31,378.02013595,385.60730212,375.91185298,383.08208926,1719635.22169196,380.08411696,380.66844941
ethereum,2017-08-30,369.77340122,388.04662364,362.69543406,377.41765313,3407542.24834862,376.83302565,376.81819085
ethereum,2017-08-29,347.99306976,373.48852631,347.17912928,370.7225338,3077739.16837992,360.96809595,359.60622138
ethereum,2017-08-28,349.43519671,351.07426183,336.71431523,347.98654208,2333419.80559531,343.95900451,344.08266492
ethereum,2017-08-27,334.63909828,348.19044239,334.63909828,348.19044239,1660881.54321713,337.866398,337.83645814
ethereum,2017-08-26,332.35188018,336.26126673,328.0122893,334.69171389,1401015.53261065,331.46302097,331.58119021
ethereum,2017-08-25,325.83460243,336.52941473,325.83460243,332.42272793,2138591.54646125,332.51582606,332.40792672
ethereum,2017-08-24,318.14764076,328.24239545,317.24018985,325.53700448,1941752.37571302,322.01561079,322.10444329
ethereum,2017-08-23,315.365683,324.90355932,314.80160188,318.37083871,2270956.14623518,319.3103407,319.46748991
ethereum,2017-08-22,322.00698797,327.54624078,297.39826658,312.34517943,5661929.77661474,311.71355649,311.6585472
ethereum,2017-08-21,300.63720284,346.16542067,297.67146898,320.7806408,7249796.61022547,327.09526965,322.12536712
ethereum,2017-08-20,295.02034919,300.7275968,292.3306052,300.61695896,1638060.60071208,296.16152773,296.31961798
ethereum,2017-08-19,296.40373749,300.81292115,286.9137135,295.56586333,2494572.5699747996,295.15137476,295.15806314
ethereum,2017-08-18,301.39794822,308.00424214,293.89076286,296.87370352,2712135.15420733,302.17786125,302.03749559
ethereum,2017-08-17,302.83942424,311.18861806,301.21584503,301.97296686,2727441.39660239,305.67070724,305.61382608
ethereum,2017-08-16,291.2316958,304.84756851,286.55503012,303.12386509,2755890.08858809,296.89380123,297.00129767
ethereum,2017-08-15,300.98617893,301.48160339,281.14783212,290.83129144,3425300.64959202,292.47454119,292.91297785
ethereum,2017-08-14,299.52138182,308.58249444,298.42049881,301.38570567,2565478.80339657,302.69390866,302.57613208
ethereum,2017-08-13,311.52193697,311.80668069,290.12040341,299.05551195,4374008.72935131,298.57930719,298.84101466
ethereum,2017-08-12,309.84257001,318.02741218,309.29621559,311.88713489,3392372.06758429,313.81642039,313.82588226
ethereum,2017-08-11,295.77503245,310.29423526,295.63524626,310.29423526,2764154.50958342,301.04739738,301.17432863
ethereum,2017-08-10,296.66811378,306.56168597,290.25777479,297.17373445,3425130.01433333,299.12020352,300.08374373
ethereum,2017-08-09,297.4934882,317.61033602,278.61594308,295.99752396,8933256.74786514,298.81041332,299.62919879
ethereum,2017-08-08,269.38108887,299.09184546,266.9641855,296.97336535,5023068.075539,283.63296143,282.00482785
ethereum,2017-08-07,260.47825137,271.41129248,256.87515840000003,269.3112652,3380537.9821516,265.16378765,265.38025166
ethereum,2017-08-06,256.33219517,270.98769598,252.82964128,262.01913337,5661765.17016834,261.15371726,261.37867256
ethereum,2017-08-05,223.20198281,256.21120684,222.10912183,256.21120684,5151109.53619979,240.76268184,238.18923222
ethereum,2017-08-04,225.82280649999998,228.21658078,222.17205142,223.19426932,2286426.04631417,224.82190031,224.75747868
ethereum,2017-08-03,220.17523839,228.25216432,219.51419983,225.84494715,2385605.06754033,224.04615726,224.05503307
ethereum,2017-08-02,227.43421116,230.24759821,218.25277637,220.0102133,2787098.11241602,224.0747512,223.39771412
ethereum,2017-08-01,204.70667105,229.56262799,204.70667105,227.51958571,7054457.39638881,220.50523829,219.6670981
ethereum,2017-07-31,198.40902883,204.71373163,194.29086097,204.1651052,2759483.03154041,199.47990804,199.40561959
ethereum,2017-07-30,206.98137972,209.62314568,196.71021697,198.20918027,2953725.21062932,201.42043735,201.36611773
ethereum,2017-07-29,194.13715288,210.25998907,180.15801419,206.36359021,4008781.78417183,189.45061327,189.19142998
ethereum,2017-07-28,204.61687048,205.47029599,192.72481052,194.0644909,2794863.79090962,198.77834347,199.46202823
ethereum,2017-07-27,205.28486435,206.64237041,201.84102401,204.71989433,1867081.64094215,204.43901854,204.31938081
ethereum,2017-07-26,206.50968229,211.44647269,194.79431852,204.90403944,3515271.83937391,202.31231559,202.40904371
ethereum,2017-07-25,224.42447087,225.29877251,196.42023615,207.77185436,5169726.2671235,208.58319248,211.63872841
ethereum,2017-07-24,226.15981514,227.40170088,221.99636017,224.8094812,1800388.5367166,224.67508305,224.67935010000002
ethereum,2017-07-23,228.74112652,230.92984574,217.95013002,226.01986187,2814417.72263174,225.77142129,225.77781972
ethereum,2017-07-22,218.40384033,231.71052719,216.73106969999998,228.84776243,2882320.93961809,223.46346316,223.75737244
ethereum,2017-07-21,226.75725612,235.68402792,212.83454928,218.66897998,4803174.58163576,225.43015202,224.60085606
ethereum,2017-07-20,202.08644206,233.17805381,202.08644206,226.40117965,9811200.46066177,219.26059444,219.27637851
ethereum,2017-07-19,234.92590801,246.84141319999998,191.32481324,198.53670515,11398448.3307149,226.71422146,226.20375283
ethereum,2017-07-18,193.96087559,261.27582239,182.58921261,234.47519394,11740507.706902301,206.66476495,204.99382841
ethereum,2017-07-17,158.34901511,195.43119485,158.03404525,193.70368511,8725616.98261272,172.30938717,172.57092531
ethereum,2017-07-16,170.69000633,172.75331319,132.45829573,159.19761984,9626584.16088149,155.83615783,157.07681265
ethereum,2017-07-15,200.56144238,201.08883183,171.6789727,171.6789727,4244425.42336132,185.21127279,185.71085982
ethereum,2017-07-14,210.89365705,211.96037443,188.63604117,201.3285592,3384598.1386627997,201.29116833,201.2321029
ethereum,2017-07-13,232.23536468,232.43841414,200.91020151,211.14404674,3790367.40071612,215.81592278,215.24093116
ethereum,2017-07-12,197.62279292,230.55045399,190.37463992,230.55045399,5438006.63785752,208.01422276,209.19839267
ethereum,2017-07-11,213.57312122,221.36226577,184.23697990000002,199.28523230000002,7290976.34572378,200.85798484,201.33748922
ethereum,2017-07-10,243.74754464,244.42370998,198.69609521,217.19474031,4271209.87444642,230.54155038,232.89904885
ethereum,2017-07-09,252.59082171,255.18899164,243.19355851,243.19355851,2078081.3520773998,248.67979272,248.49470703
ethereum,2017-07-08,247.01794513,254.91654112,236.47183481,252.99388259999998,3011031.37796702,246.76993086,246.76273502
ethereum,2017-07-07,271.35172644,271.35172644,243.84944871,247.13703492,2457026.67573328,259.60316964,260.06478739
ethereum,2017-07-06,269.73515064,279.18954101,266.45151251,271.59135926,2255569.1900143996,271.53498138,271.36231783
ethereum,2017-07-05,274.64487021,276.56523607,262.11538024,269.74079929,2899552.28554598,269.57565792,269.69031779
ethereum,2017-07-04,283.56612071,288.43803132,274.56118655,274.91090395,2420950.56998982,283.09031339999996,282.90074041
ethereum,2017-07-03,288.81116571,292.9060899,282.56970965,284.26190147,2932918.50614256,287.17257683,287.16069925
ethereum,2017-07-02,276.22195678,296.53236719,263.69063161,289.13333592,3889146.73750361,276.37983984,276.36763765
ethereum,2017-07-01,295.89200727,295.89200727,269.76420954,275.79896808,3967942.40851392,281.90785974,282.1374462
ethereum,2017-06-30,303.28335774,315.85750818,289.3267591,295.59344153,3383549.26226648,304.55438802,304.4890122
ethereum,2017-06-29,329.03009485,331.35600932,296.40131823,303.35127502,4970368.18724146,317.25997256,317.22420399
ethereum,2017-06-28,294.09385130000004,333.60711408,273.28979366,329.22800602,6442231.41433396,299.27671634,299.70591062
ethereum,2017-06-27,275.47704183,291.7257059,224.88250304,291.55597084,6940997.05760965,258.36425454,258.5353296
ethereum,2017-06-26,306.30462607,315.38800985,237.60998052,277.94504738,7697516.10180315,277.17789279,281.77406323
ethereum,2017-06-25,326.22565069999996,334.93725115,284.68660980000004,306.86860541,3909390.29820922,320.61329777,321.7614553
ethereum,2017-06-24,346.07535447,347.10327566,324.7158455,326.56833263,2062890.23618603,339.90549769,340.54439719
ethereum,2017-06-23,343.44622311,350.29245251,341.3153856,346.18013355,1712807.44663149,345.72322732,345.78805978
ethereum,2017-06-22,348.09304957,354.04196334,335.29474986,343.45299898,2708695.57471371,343.28356189,343.21289613
ethereum,2017-06-21,371.34115659,373.54417479,325.40467095,346.26821759,4301786.51140761,350.76152484,352.29975271
ethereum,2017-06-20,376.57515995,385.38267193,358.91344631,371.24464874,2820661.26766587,378.49749221,379.27581657
ethereum,2017-06-19,374.57748329,381.30435378,373.75871748,376.6430896,1840521.32955507,377.21539729,377.10442946
ethereum,2017-06-18,386.32886351,397.47223207,371.48632092,374.68472207,2466069.72733291,383.47884549,383.5114125
ethereum,2017-06-17,372.09387145,385.88580199,365.22432200000003,385.88580199,2443590.97418246,377.20030651,377.55412864
ethereum,2017-06-16,363.42027544,374.93775605,344.20932941,372.23248645,3038261.04978304,362.15833137,363.99007031
ethereum,2017-06-15,361.54228563,365.69791371,300.34694436,362.9167003,7057750.57893756,339.27640794,340.56111569999996
ethereum,2017-06-14,399.78043257,400.6643088,343.26274948,361.06824707,3561984.86586646,385.27255955,384.77481373
ethereum,2017-06-13,405.72943765,413.83296093,372.75827122,399.73393569,4406695.6044112,393.22816031,393.42204789
ethereum,2017-06-12,341.45023652,422.14140005,341.33025599,402.89924084,7469000.73420189,377.18189842,374.38013969
ethereum,2017-06-11,339.01639138,354.45138744,318.05760762,340.76828793,4042008.31418116,343.25100056,343.31055602
ethereum,2017-06-10,283.05742011,353.29404503,283.05742011,338.73138909,4973439.73324531,308.3508956,304.14009513
ethereum,2017-06-09,262.70105221,284.09817025,262.70105221,283.60580047,2017072.49887356,270.34263793,269.55150955
ethereum,2017-06-08,258.88572775,263.30673436,254.20354791,262.91940717,1487701.75974709,259.95161137,259.98072709
ethereum,2017-06-07,269.20172610000003,269.34506891,256.01663078,259.27828615,1822751.38586887,265.42866069,265.0821787
ethereum,2017-06-06,252.39943499,271.41559889999996,251.37379643,269.80079495,2851305.25656066,262.02642874,261.55513211
ethereum,2017-06-05,251.91832021,254.99350416,248.89830951,252.64606865,1790731.93651022,252.33288279,252.32777145
ethereum,2017-06-04,231.82877609,257.55908858,231.40785861,251.81654210000002,3084313.12041994,247.09153128,246.22562241
ethereum,2017-06-03,233.97781789,234.26738284,224.41179533,231.93510425,1914839.21308298,230.39453416,230.41479304
ethereum,2017-06-02,232.54827645,239.46756639,229.93140524,234.05763149,2099922.31893211,234.78426984,234.40834395
ethereum,2017-06-01,244.04028885,246.25522744,221.60509297,231.9917147,3423972.98544101,236.59368899,236.04978541
ethereum,2017-05-31,253.33505492,254.92907788,227.33008219,244.34452933,5220830.34711704,244.63790941,244.67099593
ethereum,2017-05-30,215.24164498,256.6157007,209.615424,253.94004399,6578251.83062562,230.40673213,229.44910819999998
ethereum,2017-05-29,192.12454712,216.78975911,182.61265384,213.77370249999998,3423044.25004338,194.07746034,194.13730099
ethereum,2017-05-28,178.53957871,197.28378038,173.66697733,192.28886372,3762368.52290527,188.93700388,188.48465279
ethereum,2017-05-27,177.73075629,182.72904545,128.11195811,177.34491321,7040316.95617208,164.44706078,164.06004507
ethereum,2017-05-26,202.26899389,214.07085448,165.96518480000003,180.57874819,4458255.46672283,198.92583825,198.68810682
ethereum,2017-05-25,226.82803462,249.38381040000002,191.40519976,202.79614219,4690700.73014662,231.11363897,231.19131276
ethereum,2017-05-24,182.98036461,236.28559327,182.69778424,226.32872546,4554441.55842285,210.00447058,208.52634769
ethereum,2017-05-23,174.23527595,184.2701466,170.50914244,182.42976430000002,3293870.3305225,177.46109515,177.74405990000002
ethereum,2017-05-22,157.42228897,198.77436648,154.50378896,175.28292754,7579212.68689954,180.14234518,178.82603812
ethereum,2017-05-21,128.29650361,157.80923884,127.68465728,157.80923884,4264101.90842215,141.2262179,139.67542699
ethereum,2017-05-20,130.06836891,134.78507143,126.33668466,128.12302501,2942136.31398875,130.13134783,130.06503174
ethereum,2017-05-19,97.36797733,133.7455311,97.36797733,130.3373315,5784952.36677371,116.89796541,115.37219578
ethereum,2017-05-18,89.39444676,97.71088223,89.39444676,97.23867103,2476905.18528349,94.6454978,94.54735163
ethereum,2017-05-17,88.9066962,90.996472,84.7846296,89.54559139,2243102.97929955,89.07678992,89.05281564
ethereum,2017-05-16,91.92186423,92.87702581,88.73375254,88.97500562,2109417.86403367,90.94778578,90.86991099
ethereum,2017-05-15,90.55321045,95.47307686,90.54171574,91.88610194,2272416.83509069,92.45891268,92.38568229
ethereum,2017-05-14,90.07162644,90.85587573,89.49587661,90.56305181,1013875.18498413,90.25831704,90.25947014
ethereum,2017-05-13,88.56541273,90.4673989,86.24918798,90.17810058,1284237.24565876,88.80890225,88.87848968
ethereum,2017-05-12,89.28704129,92.65654843,88.65862215,88.65862215,1986104.20951383,90.80476811,90.8023849
ethereum,2017-05-11,88.44625359,90.66479055,87.62732329,89.33319017,1864694.22668586,89.14675651,89.14522831
ethereum,2017-05-10,89.53661991,91.8093,87.65815327,88.40337486,2076436.60165229,90.05376761,90.00518348
ethereum,2017-05-09,90.16513912,91.62588161,77.64015372,88.90014298,4705370.07275141,87.43735181,87.47879199
ethereum,2017-05-08,92.48911481,93.69607098,88.86182039,90.31599301,2866356.13002914,91.45942882,91.49169721
ethereum,2017-05-07,95.46219916,96.11688459999999,88.84573237,92.48238138,2378957.52638803,94.13519616,94.17329746
ethereum,2017-05-06,92.7365561,95.40171848,89.48904785,95.40171848,1975915.93792953,92.68514880000001,92.69552101
ethereum,2017-05-05,96.43476070000001,101.04395008,89.52670394,92.43675908,4072424.4257441,96.24617352,96.22621465
ethereum,2017-05-04,78.96356214,96.84762193,78.57377798,96.25901247,4460269.41677654,87.10733141,86.22611205
ethereum,2017-05-03,77.114485,79.62387936,75.74829837,78.8799139,2209635.70086734,77.67989347,77.75235242
ethereum,2017-05-02,76.60054609,79.70014755,74.72101761,77.4082667,2950508.21041826,77.79957514,77.80559399
ethereum,2017-05-01,78.13800108,81.69381928,71.49626375,76.55804612,5664448.5051873,78.56975144,78.84155838
ethereum,2017-04-30,68.29517497,78.10107939,68.07261583,78.10107939,3192626.60098567,71.64999787,71.28740431
ethereum,2017-04-29,70.56475141,71.32701491,66.87934629,68.44253562,2698352.8628621004,69.34426225,69.32831114
ethereum,2017-04-28,62.24223981,71.24033332,62.09366492,70.59766040000001,5212043.00456575,65.8257959,65.77584993
ethereum,2017-04-27,53.11608028,62.16719509,52.60460797,62.09684604,4176732.32910501,57.60505781,57.11322228
ethereum,2017-04-26,49.43686722,53.62167992,49.43686722,53.14816176,2531118.62917316,51.81093177,51.392801899999995
ethereum,2017-04-25,49.9031864,50.03105305,49.27155651,49.42100564,1099745.66568931,49.54117723,49.5368082
ethereum,2017-04-24,48.45198213,50.02037707,48.45198213,49.89620471,1444724.92511595,49.68426086,49.669352200000006
